psu_hh_idcode,hhid,q02,q03,q05,q09,q23
630_7_1,63007,1,1,54,0,0
630_7_3,63007,2,4,24,0,2
630_7_4,63007,2,4,21,0,2
630_7_5,63007,2,4,13,0,2
630_8_1,63008,1,1,51,0,0
630_8_2,63008,2,2,33,0,0
630_8_3,63008,1,4,4,0,2
630_8_4,63008,2,4,7,0,2
630_9_1,63009,2,1,80,0,0
630_10_1,63010,1,1,57,0,0
630_10_2,63010,2,2,47,0,0
630_10_3,63010,1,4,24,0,2
630_10_4,63010,2,4,22,0,2
630_12_1,63012,1,1,90,0,0
630_12_2,63012,2,2,83,0,0
631_1_1,63101,1,1,41,0,0
631_1_2,63101,2,2,35,0,0
631_1_3,63101,1,4,15,0,2
631_1_4,63101,1,4,10,0,2
631_3_1,63103,2,1,48,0,0
631_3_2,63103,1,4,21,0,1
631_4_1,63104,1,1,37,0,0
631_4_2,63104,2,2,24,0,0
631_4_3,63104,1,4,3,0,2
631_4_4,63104,1,4,1,0,2
631_5_1,63105,1,1,56,0,0
631_5_2,63105,2,2,43,0,0
631_5_4,63105,1,4,21,0,2
631_6_1,63106,1,1,77,0,0
631_6_2,63106,2,2,76,0,0
631_7_1,63107,1,1,36,0,0
631_7_2,63107,2,2,26,0,0
631_7_3,63107,1,8,33,0,0
631_7_4,63107,2,10,21,0,0
631_7_5,63107,2,4,7,0,2
631_7_6,63107,1,4,3,0,2
631_7_7,63107,2,4,0,0,2
631_7_8,63107,1,6,0,0,2
631_8_1,63108,1,1,58,0,0
631_8_2,63108,2,2,49,0,0
631_8_3,63108,1,4,16,0,2
631_8_4,63108,2,4,13,0,2
631_10_1,63110,1,1,57,0,0
631_10_2,63110,2,2,43,0,0
631_10_3,63110,2,4,10,0,2
631_10_4,63110,2,4,8,0,2
632_2_1,63202,1,1,62,0,0
632_2_2,63202,2,2,55,0,0
632_4_1,63204,2,1,72,0,0
632_6_1,63206,1,1,52,0,0
632_6_2,63206,2,2,52,0,0
632_6_3,63206,1,4,25,0,2
632_6_4,63206,2,4,19,0,2
632_7_1,63207,1,1,51,0,0
632_7_2,63207,2,2,52,0,0
632_7_3,63207,2,4,24,0,2
632_7_4,63207,1,4,21,0,2
632_8_1,63208,1,1,44,0,0
632_8_3,63208,1,4,13,0,2
632_9_2,63209,2,2,41,0,0
632_9_3,63209,2,4,17,0,2
632_9_4,63209,2,4,9,0,2
632_10_2,63210,2,2,50,0,0
632_11_1,63211,1,1,32,0,0
632_11_2,63211,2,2,27,0,0
632_11_3,63211,2,4,4,0,2
632_11_4,63211,2,4,0,0,2
633_2_1,63302,1,1,79,0,0
633_2_2,63302,2,2,62,0,0
633_2_3,63302,1,4,33,0,2
633_2_4,63302,1,4,30,0,2
633_2_5,63302,2,9,24,0,0
633_3_1,63303,1,1,70,0,0
633_5_1,63305,2,1,74,0,0
633_7_1,63307,1,1,71,0,0
633_7_2,63307,2,4,38,12,1
633_7_3,63307,1,4,33,5,1
633_8_1,63308,1,1,67,0,0
633_8_2,63308,2,2,49,0,0
633_8_3,63308,2,4,24,0,2
633_9_1,63309,1,1,53,0,0
633_9_2,63309,2,2,53,0,0
633_9_3,63309,1,4,22,0,2
633_9_4,63309,2,4,18,0,2
633_9_5,63309,1,4,18,0,2
633_10_1,63310,1,1,42,0,0
633_10_2,63310,2,2,34,0,0
633_10_3,63310,2,4,14,0,2
633_10_4,63310,1,4,11,0,2
633_11_1,63311,1,1,65,0,0
633_11_2,63311,2,2,54,0,0
633_11_3,63311,1,4,29,0,2
634_1_2,63401,1,4,49,0,1
634_2_1,63402,1,1,57,0,0
634_2_2,63402,2,2,56,0,0
634_2_3,63402,1,4,25,0,2
634_3_1,63403,2,1,68,0,0
634_5_1,63405,1,1,53,0,0
634_5_2,63405,2,2,48,0,0
634_5_3,63405,1,4,21,0,2
634_5_4,63405,2,4,19,0,2
634_6_1,63406,1,1,48,0,0
634_6_2,63406,2,2,47,0,0
634_6_3,63406,2,4,22,0,2
634_6_4,63406,1,4,21,0,2
634_7_2,63407,2,4,36,0,1
634_9_1,63409,1,1,70,0,0
634_9_2,63409,2,2,58,0,0
634_9_3,63409,1,4,31,0,2
634_9_4,63409,2,9,26,0,0
634_10_1,63410,1,1,47,0,0
634_10_2,63410,2,2,41,0,0
634_10_3,63410,2,4,19,0,2
634_10_4,63410,2,4,12,0,2
634_10_5,63410,1,4,11,0,2
635_1_1,63501,1,1,68,0,0
635_1_2,63501,2,2,58,0,0
635_1_3,63501,1,4,36,0,2
635_1_4,63501,2,9,24,0,0
635_1_5,63501,1,6,4,0,2
635_1_6,63501,2,6,0,0,2
635_1_7,63501,1,4,32,0,2
635_2_1,63502,1,1,46,0,0
635_2_2,63502,2,2,40,0,0
635_2_3,63502,2,4,15,0,2
635_2_4,63502,2,4,12,0,2
635_2_5,63502,2,4,8,0,2
635_2_6,63502,1,4,6,0,2
635_3_1,63503,2,1,85,0,0
635_3_3,63503,2,9,38,0,0
635_3_4,63503,2,5,12,0,2
635_3_5,63503,1,5,8,0,2
635_6_1,63506,1,1,48,0,0
635_6_2,63506,2,2,46,0,0
635_6_3,63506,1,4,19,0,2
635_6_4,63506,2,4,18,0,2
635_7_1,63507,2,1,81,0,0
635_9_1,63509,1,1,64,0,0
635_9_2,63509,2,2,51,0,0
635_10_1,63510,1,1,58,0,0
635_10_2,63510,2,2,54,0,0
635_10_3,63510,1,4,27,0,2
635_10_4,63510,2,9,21,0,0
635_10_5,63510,2,5,0,0,2
635_12_1,63512,1,1,57,0,0
635_12_2,63512,2,2,52,0,0
635_12_3,63512,2,4,21,0,2
635_12_4,63512,2,4,16,0,2
636_1_1,63601,1,1,62,0,0
636_1_2,63601,2,2,54,0,0
636_2_1,63602,1,1,46,0,0
636_2_2,63602,2,2,38,0,0
636_2_3,63602,1,4,13,0,2
636_2_4,63602,2,4,10,0,2
636_2_5,63602,1,4,5,0,2
636_3_1,63603,1,1,51,0,0
636_3_2,63603,2,2,40,0,0
636_3_3,63603,2,4,15,0,2
636_3_4,63603,2,4,11,0,2
636_4_1,63604,2,1,45,0,0
636_4_2,63604,2,4,21,0,1
636_5_2,63605,2,2,58,0,0
636_6_1,63606,2,1,72,0,0
636_6_2,63606,1,4,50,0,1
636_6_3,63606,2,9,40,0,0
636_6_4,63606,2,5,4,0,2
636_7_1,63607,1,1,69,0,0
636_7_2,63607,2,2,56,0,0
636_8_1,63608,1,1,80,0,0
636_8_2,63608,1,9,40,0,0
636_8_3,63608,2,4,40,0,1
636_8_4,63608,1,5,17,0,2
636_8_5,63608,2,5,16,0,2
637_1_1,63701,1,1,42,0,0
637_1_2,63701,2,2,36,0,0
637_1_3,63701,1,4,13,0,2
637_1_4,63701,2,4,11,0,2
637_1_5,63701,1,4,6,0,2
637_2_1,63702,1,1,40,0,0
637_2_3,63702,1,4,13,0,2
637_2_4,63702,2,4,9,0,2
637_3_1,63703,2,1,65,0,0
637_4_1,63704,1,1,55,0,0
637_4_2,63704,2,2,50,0,0
637_4_3,63704,2,4,20,0,2
637_4_4,63704,1,4,18,0,2
637_4_5,63704,2,4,15,0,2
637_5_1,63705,1,1,44,0,0
637_5_2,63705,2,2,38,0,0
637_5_3,63705,2,4,16,0,2
637_5_4,63705,1,4,15,0,2
637_5_5,63705,1,4,13,0,2
637_7_3,63707,2,4,15,0,2
637_7_4,63707,1,4,11,0,2
637_7_5,63707,2,4,6,0,2
637_8_1,63708,1,1,37,0,2
637_8_2,63708,2,2,30,0,0
637_8_3,63708,1,4,11,0,2
637_8_4,63708,2,4,7,0,2
637_8_5,63708,1,4,3,0,2
637_8_6,63708,1,7,81,0,0
637_8_7,63708,2,7,63,0,0
637_9_1,63709,1,1,52,0,0
637_9_2,63709,2,2,42,0,0
637_9_3,63709,1,4,21,0,2
637_9_4,63709,1,4,18,0,2
638_1_1,63801,1,1,78,0,0
638_1_2,63801,2,2,73,0,0
638_2_1,63802,1,1,38,0,0
638_2_2,63802,2,2,30,0,0
638_2_3,63802,1,4,4,0,2
638_2_4,63802,2,4,1,0,2
638_3_1,63803,1,1,50,0,2
638_3_2,63803,2,2,46,0,0
638_3_3,63803,2,4,13,0,2
638_3_4,63803,1,7,79,0,0
638_3_5,63803,2,7,64,0,0
638_5_1,63805,1,1,53,0,0
638_5_3,63805,1,4,13,0,2
638_5_4,63805,1,4,8,0,2
638_7_1,63807,1,1,39,0,0
638_7_2,63807,2,2,35,0,0
638_7_3,63807,2,4,11,0,2
638_7_4,63807,1,4,7,0,2
638_8_1,63808,1,1,62,0,0
638_8_2,63808,2,2,54,0,0
638_9_1,63809,2,1,75,0,0
638_10_1,63810,2,1,40,0,0
638_10_2,63810,1,4,14,0,1
638_10_3,63810,2,4,12,0,1
639_1_1,63901,1,1,59,0,0
639_1_2,63901,2,2,53,0,0
639_1_3,63901,1,4,28,0,2
639_1_4,63901,2,9,20,0,0
639_1_5,63901,2,5,2,0,2
639_1_6,63901,1,5,0,0,2
639_2_1,63902,1,1,42,0,0
639_2_3,63902,2,4,13,0,2
639_2_4,63902,2,4,12,0,2
639_2_5,63902,2,4,9,0,2
639_2_6,63902,1,4,5,0,2
639_2_7,63902,2,4,2,0,2
639_3_1,63903,1,1,47,0,0
639_3_2,63903,2,2,46,0,0
639_3_3,63903,2,4,21,0,2
639_3_4,63903,1,4,18,0,2
639_3_5,63903,2,4,16,0,2
639_4_1,63904,1,1,76,0,0
639_4_2,63904,2,2,63,0,0
639_4_3,63904,1,4,38,0,2
639_4_4,63904,2,9,31,0,0
639_4_5,63904,2,5,11,0,2
639_4_6,63904,2,5,11,0,2
639_4_7,63904,1,5,6,0,2
639_5_1,63905,2,1,39,0,0
639_5_2,63905,1,4,16,0,1
639_5_3,63905,1,4,12,0,1
639_6_1,63906,1,1,72,0,0
639_6_2,63906,2,2,70,0,0
639_6_3,63906,1,4,37,0,2
639_6_4,63906,2,9,30,0,0
639_6_5,63906,1,5,8,0,2
639_6_6,63906,1,5,6,0,2
639_6_7,63906,2,5,0,0,2
639_7_3,63907,1,4,6,0,2
639_7_4,63907,1,4,3,0,2
639_8_1,63908,1,1,44,0,0
639_8_2,63908,2,2,41,0,0
639_8_3,63908,1,4,18,0,2
639_8_4,63908,1,4,14,0,2
640_1_1,64001,1,1,54,0,0
640_1_2,64001,2,2,49,0,0
640_1_3,64001,2,4,21,0,2
640_1_4,64001,2,4,13,0,2
640_1_5,64001,1,4,9,0,2
640_5_1,64005,1,1,87,0,0
640_5_2,64005,1,9,66,0,0
640_5_3,64005,2,4,59,0,1
640_5_4,64005,1,5,30,0,2
640_6_1,64006,2,1,68,0,0
640_7_1,64007,1,1,56,0,0
640_7_2,64007,2,2,55,0,0
640_7_3,64007,2,4,23,0,2
640_7_4,64007,2,4,19,0,2
640_7_5,64007,2,4,31,0,2
640_8_2,64008,2,2,50,0,0
640_8_3,64008,1,4,25,0,2
640_9_1,64009,1,1,41,0,1
640_9_3,64009,2,4,2,0,2
640_9_4,64009,1,4,5,0,2
640_9_5,64009,2,7,70,0,0
640_10_1,64010,1,1,77,0,0
640_10_2,64010,1,4,27,0,1
640_11_1,64011,1,1,65,0,0
640_11_2,64011,2,2,53,0,0
641_2_1,64102,1,1,47,0,0
641_2_2,64102,2,2,40,0,0
641_2_3,64102,1,4,8,0,2
641_2_4,64102,1,4,5,0,2
641_3_1,64103,2,1,74,0,0
641_4_1,64104,2,1,47,0,0
641_7_1,64107,1,1,48,0,0
641_7_2,64107,2,2,40,0,0
641_7_3,64107,1,4,20,0,2
641_7_4,64107,1,4,12,0,2
641_8_2,64108,1,4,48,0,1
641_8_3,64108,2,9,42,0,0
641_9_1,64109,1,1,40,0,0
641_9_2,64109,2,2,30,0,0
641_9_3,64109,1,4,3,0,2
641_9_4,64109,2,4,1,0,2
641_10_2,64110,1,4,27,0,1
642_1_1,64201,1,1,41,0,0
642_1_3,64201,2,4,6,0,2
642_2_1,64202,1,1,59,0,0
642_2_2,64202,2,2,56,0,0
642_2_3,64202,1,4,32,0,2
642_4_1,64204,1,1,75,0,0
642_4_2,64204,2,2,65,0,0
642_4_3,64204,1,4,39,0,2
642_5_1,64205,1,1,65,0,0
642_5_2,64205,2,2,59,0,0
642_5_3,64205,1,4,28,0,2
642_6_1,64206,1,1,53,0,0
642_6_3,64206,1,4,20,0,2
642_6_4,64206,1,4,17,0,2
642_7_1,64207,2,1,52,0,0
642_7_2,64207,1,4,26,0,1
642_7_3,64207,1,4,23,0,1
642_8_1,64208,2,1,85,0,0
642_8_2,64208,1,4,62,0,1
642_8_3,64208,2,9,52,0,0
642_8_4,64208,1,5,28,0,2
642_9_1,64209,1,1,59,0,0
642_9_3,64209,1,4,20,0,2
643_1_1,64301,2,1,76,0,0
643_2_1,64302,1,1,75,0,0
643_2_2,64302,2,2,65,0,0
643_2_3,64302,2,4,28,0,2
643_3_2,64303,2,1,40,0,0
643_3_3,64303,2,4,19,0,2
643_3_4,64303,1,4,16,0,2
643_4_1,64304,1,1,62,0,0
643_4_2,64304,2,2,59,0,0
643_5_1,64305,2,1,82,0,0
643_5_2,64305,1,4,40,0,1
643_5_3,64305,2,9,28,0,0
643_5_4,64305,2,6,7,0,2
643_6_5,64306,2,1,61,0,0
643_7_1,64307,1,1,69,0,0
643_7_2,64307,2,2,66,0,0
643_8_2,64308,1,4,26,0,1
643_8_3,64308,1,4,22,0,1
644_1_1,64401,1,1,44,0,0
644_1_2,64401,2,2,39,0,0
644_1_3,64401,2,4,18,0,2
644_1_4,64401,2,4,16,0,2
644_1_5,64401,2,4,14,0,2
644_1_6,64401,2,4,12,0,2
644_1_7,64401,1,4,9,0,2
644_2_1,64402,1,1,76,0,0
644_2_2,64402,2,2,76,0,0
644_2_3,64402,1,4,43,0,2
644_2_4,64402,2,9,34,0,0
644_2_5,64402,1,6,14,0,2
644_2_6,64402,1,6,12,0,2
644_2_7,64402,2,6,7,0,2
644_3_1,64403,1,1,59,0,0
644_3_2,64403,2,2,51,0,0
644_3_4,64403,1,4,23,0,2
644_3_5,64403,2,4,17,0,2
644_4_1,64404,1,1,64,0,0
644_4_2,64404,2,2,58,0,0
644_5_2,64405,1,4,26,0,1
644_5_3,64405,2,9,23,0,0
644_5_4,64405,1,4,23,0,1
644_6_1,64406,1,1,64,0,0
644_6_2,64406,2,2,61,0,0
644_6_3,64406,1,4,34,0,2
644_6_4,64406,2,9,22,0,0
644_7_1,64407,2,1,82,0,0
644_7_2,64407,1,4,57,0,1
644_7_3,64407,2,9,53,0,0
644_9_1,64409,1,1,75,0,0
644_9_2,64409,2,2,65,0,0
644_9_3,64409,1,4,42,0,2
644_9_4,64409,2,9,33,0,0
644_9_5,64409,1,6,14,0,2
644_9_6,64409,2,6,11,0,2
645_2_1,64502,2,1,20,8,0
645_4_1,64504,2,1,67,0,0
645_4_2,64504,1,4,34,0,1
645_4_3,64504,2,4,34,0,1
645_5_1,64505,1,1,51,0,0
645_5_2,64505,2,2,40,0,0
645_5_3,64505,2,4,20,0,2
645_5_4,64505,2,4,17,0,2
645_5_5,64505,1,4,15,0,2
645_6_1,64506,1,1,45,0,2
645_6_2,64506,2,2,37,0,0
645_6_3,64506,1,4,19,0,2
645_6_4,64506,1,4,19,0,2
645_6_5,64506,1,4,13,0,2
645_6_6,64506,1,7,87,0,0
645_6_7,64506,2,7,78,0,0
645_9_1,64509,1,1,67,1,0
645_9_2,64509,2,2,55,0,0
645_9_3,64509,1,4,23,0,2
645_10_1,64510,1,1,71,0,0
645_10_2,64510,2,2,59,0,0
645_10_3,64510,1,4,29,0,2
645_11_1,64511,1,1,49,0,2
645_11_2,64511,2,2,40,0,0
645_11_3,64511,2,4,11,0,2
645_11_4,64511,1,4,10,0,2
645_11_5,64511,1,7,100,0,0
645_11_6,64511,2,7,79,0,0
645_12_1,64512,1,1,55,0,0
645_12_2,64512,2,2,45,0,0
646_1_1,64601,1,1,67,0,0
646_1_2,64601,2,2,59,0,0
646_1_3,64601,1,4,22,0,2
646_2_1,64602,1,1,41,0,0
646_2_2,64602,2,2,34,0,0
646_2_3,64602,2,4,11,0,2
646_2_4,64602,2,4,9,0,2
646_2_5,64602,1,4,7,0,2
646_3_1,64603,1,1,47,0,0
646_3_3,64603,1,4,22,0,2
646_3_4,64603,2,4,18,0,2
646_3_5,64603,1,4,14,0,2
646_3_6,64603,1,4,8,0,2
646_4_1,64604,1,1,36,0,0
646_4_2,64604,2,2,33,0,0
646_4_3,64604,1,4,9,0,2
646_4_4,64604,2,4,3,0,2
646_6_1,64606,1,1,58,0,0
646_6_2,64606,2,2,51,0,0
646_6_3,64606,2,4,20,0,2
646_8_1,64608,2,1,63,0,0
646_8_2,64608,1,4,32,0,1
646_11_1,64611,1,1,44,0,0
646_11_2,64611,2,2,38,0,0
646_11_3,64611,1,4,15,0,2
646_11_4,64611,2,4,13,0,2
646_12_1,64612,1,1,68,0,0
646_12_2,64612,2,2,63,0,0
647_1_1,64701,1,1,58,0,0
647_1_2,64701,2,2,53,0,0
647_1_3,64701,1,4,22,0,2
647_2_1,64702,1,1,63,0,0
647_2_2,64702,2,2,59,0,0
647_2_3,64702,2,4,27,0,2
647_4_1,64704,1,1,68,0,0
647_4_2,64704,2,2,65,0,0
647_5_1,64705,1,1,48,0,0
647_5_2,64705,2,2,45,0,0
647_5_3,64705,2,4,18,0,2
647_5_4,64705,2,4,15,0,2
647_5_5,64705,2,4,11,0,2
647_7_1,64707,1,1,19,0,1
647_7_2,64707,2,7,48,0,0
647_7_3,64707,1,8,17,0,1
647_7_4,64707,1,8,15,0,1
647_8_2,64708,2,2,42,0,0
647_8_3,64708,2,4,21,0,2
647_8_4,64708,1,4,19,3,2
647_8_5,64708,2,4,16,0,2
647_8_6,64708,1,4,11,0,2
647_9_1,64709,1,1,47,0,0
647_9_3,64709,1,4,18,0,2
647_9_4,64709,1,4,16,0,2
647_9_5,64709,2,4,12,0,2
647_10_1,64710,1,1,68,0,0
647_10_2,64710,2,2,59,0,0
648_2_1,64802,1,1,76,0,0
648_2_3,64802,1,4,29,0,2
648_5_1,64805,2,1,63,0,0
648_5_2,64805,2,4,40,0,0
648_6_1,64806,1,1,55,0,0
648_6_2,64806,2,2,46,0,0
648_6_3,64806,1,4,24,0,2
648_7_1,64807,2,1,48,0,0
648_7_2,64807,1,4,22,0,1
648_7_3,64807,2,4,14,0,2
648_7_4,64807,2,4,11,0,1
648_8_1,64808,1,1,65,0,0
648_8_2,64808,2,2,68,0,0
648_10_1,64810,1,1,91,0,0
648_10_2,64810,1,4,48,0,1
648_10_3,64810,2,9,39,0,0
648_10_4,64810,2,6,18,9,2
648_10_5,64810,2,6,12,0,2
648_11_1,64811,1,1,60,0,0
648_11_2,64811,2,2,51,0,0
648_11_3,64811,1,4,30,0,2
648_11_4,64811,1,4,25,0,2
649_1_1,64901,1,1,56,0,0
649_1_2,64901,2,2,48,0,0
649_2_1,64902,1,1,57,0,2
649_2_2,64902,2,2,52,0,0
649_2_5,64902,1,7,87,0,0
649_2_6,64902,2,7,85,0,0
649_3_1,64903,1,1,47,0,1
649_3_2,64903,2,2,47,0,0
649_3_3,64903,2,7,74,0,0
649_3_4,64903,1,4,18,0,2
649_3_5,64903,2,4,16,0,2
649_3_6,64903,1,4,10,0,2
649_4_1,64904,1,1,63,0,0
649_4_2,64904,2,2,54,0,0
649_4_3,64904,1,4,22,0,2
649_5_1,64905,1,1,57,0,0
649_5_2,64905,2,2,36,0,0
649_5_3,64905,1,4,3,0,2
649_6_2,64906,2,2,24,0,0
649_6_3,64906,1,7,77,0,0
649_6_4,64906,2,7,69,0,0
649_6_5,64906,2,4,3,0,2
649_8_1,64908,1,1,33,0,0
649_8_2,64908,2,2,33,0,0
649_8_3,64908,1,4,8,0,2
649_8_4,64908,1,4,6,0,2
649_8_5,64908,1,4,3,0,2
649_9_1,64909,1,1,55,0,0
649_9_2,64909,2,2,47,0,0
649_9_3,64909,1,4,23,0,2
649_9_4,64909,1,4,9,0,2
650_1_2,65001,2,2,45,0,0
650_1_3,65001,1,4,17,0,2
650_1_4,65001,2,4,12,0,2
650_1_5,65001,2,4,5,0,2
650_1_6,65001,2,7,50,0,0
650_2_1,65002,1,1,72,0,0
650_2_2,65002,2,2,61,0,0
650_2_3,65002,2,4,31,0,2
650_3_1,65003,1,1,62,0,0
650_3_2,65003,2,2,61,0,0
650_5_1,65005,1,1,60,0,0
650_5_2,65005,2,2,54,0,0
650_5_3,65005,1,4,15,0,2
650_6_1,65006,1,1,43,0,0
650_6_2,65006,2,2,32,0,0
650_6_3,65006,1,4,12,0,2
650_6_4,65006,2,4,7,0,2
650_6_5,65006,1,4,5,0,2
650_7_1,65007,1,1,37,0,0
650_7_2,65007,2,2,36,0,0
650_7_3,65007,2,4,14,0,2
650_7_4,65007,2,4,9,0,2
650_8_2,65008,2,2,53,0,0
650_8_3,65008,1,4,21,0,2
650_9_1,65009,1,1,56,0,0
650_9_2,65009,2,2,52,0,0
650_9_3,65009,1,4,19,0,2
651_2_1,65102,1,1,45,0,1
651_2_2,65102,2,2,37,0,0
651_2_3,65102,2,4,19,0,2
651_2_4,65102,1,4,14,0,2
651_2_5,65102,2,7,74,0,0
651_3_1,65103,1,1,48,0,1
651_3_2,65103,2,2,38,0,1
651_3_3,65103,1,4,17,0,2
651_3_4,65103,1,4,15,0,2
651_3_5,65103,2,4,11,0,2
651_3_6,65103,2,7,76,0,0
651_4_1,65104,1,1,45,0,0
651_4_2,65104,2,2,44,0,0
651_4_3,65104,2,4,19,0,2
651_4_4,65104,2,4,18,0,2
651_4_5,65104,1,4,13,0,2
651_5_1,65105,1,1,38,0,0
651_5_2,65105,2,2,32,0,0
651_5_3,65105,2,4,9,0,2
651_5_4,65105,1,4,5,0,2
651_6_2,65106,2,2,58,0,0
651_6_3,65106,1,4,32,0,2
651_6_4,65106,2,9,24,0,1
651_6_5,65106,2,6,7,0,2
651_6_6,65106,2,6,5,0,2
651_7_1,65107,1,1,57,0,0
651_7_2,65107,2,2,52,0,0
651_7_3,65107,1,4,24,0,2
651_8_1,65108,1,1,64,0,0
651_8_2,65108,2,2,58,0,0
651_8_3,65108,1,4,29,0,2
651_9_1,65109,1,1,62,0,0
651_9_2,65109,2,2,50,0,0
651_9_3,65109,1,4,22,0,2
652_1_2,65201,2,2,67,0,0
652_2_1,65202,1,1,54,0,0
652_2_2,65202,2,2,44,0,0
652_2_3,65202,1,4,15,0,2
652_2_4,65202,1,4,14,0,2
652_3_1,65203,1,1,65,0,0
652_3_2,65203,2,2,61,0,0
652_4_1,65204,1,1,49,0,1
652_4_2,65204,2,2,42,0,0
652_4_3,65204,1,4,23,9,2
652_4_4,65204,1,4,20,9,2
652_4_5,65204,1,4,16,0,2
652_4_6,65204,2,7,87,0,0
652_5_2,65205,2,2,34,0,0
652_5_3,65205,1,4,15,0,2
652_5_4,65205,1,4,13,0,2
652_5_5,65205,2,4,0,0,2
652_6_1,65206,1,1,45,0,0
652_6_2,65206,2,2,32,0,0
652_6_3,65206,2,4,13,0,2
652_6_4,65206,2,4,11,0,2
652_7_1,65207,1,1,43,0,0
652_7_2,65207,2,2,37,0,0
652_7_3,65207,2,4,16,0,2
652_7_4,65207,2,4,12,0,2
652_7_5,65207,2,4,8,0,2
652_10_1,65210,1,1,62,0,0
652_10_2,65210,2,2,59,0,0
652_10_3,65210,1,4,32,0,2
652_10_4,65210,2,9,20,0,0
652_10_5,65210,1,5,3,0,2
653_1_2,65301,2,2,60,0,0
653_2_1,65302,1,1,58,0,0
653_2_2,65302,2,2,53,0,0
653_2_3,65302,1,4,30,0,2
653_2_4,65302,2,9,31,0,2
653_2_5,65302,2,4,16,0,2
653_2_6,65302,1,6,6,0,2
653_2_7,65302,2,6,3,0,2
653_3_1,65303,1,1,58,0,0
653_3_2,65303,2,2,51,0,2
653_3_3,65303,1,4,21,0,2
653_4_1,65304,1,1,56,0,0
653_4_2,65304,2,2,46,0,2
653_4_3,65304,1,4,27,0,2
653_4_4,65304,1,4,21,0,2
653_5_1,65305,1,1,68,0,0
653_5_2,65305,2,2,71,0,0
653_6_1,65306,1,1,52,0,0
653_6_2,65306,2,2,48,0,0
653_6_3,65306,1,4,26,0,2
653_6_4,65306,1,4,20,6,2
653_6_5,65306,2,4,18,0,2
653_7_1,65307,1,1,65,5,0
653_7_2,65307,2,2,56,5,0
653_8_2,65308,2,2,49,0,0
653_8_3,65308,1,4,26,0,2
653_8_4,65308,1,4,22,0,2
653_8_5,65308,1,4,19,0,2
653_8_6,65308,2,4,15,0,2
653_8_7,65308,2,4,10,0,2
653_8_8,65308,1,4,5,0,2
654_1_1,65401,1,1,44,0,0
654_1_2,65401,2,2,34,0,0
654_1_3,65401,1,4,13,0,2
654_1_4,65401,1,4,11,0,2
654_2_1,65402,1,1,33,0,0
654_2_2,65402,2,2,26,0,1
654_2_3,65402,1,4,4,0,2
654_4_2,65404,2,2,28,0,0
654_5_1,65405,1,1,53,0,0
654_5_2,65405,2,2,51,0,0
654_5_3,65405,2,4,23,0,2
654_5_4,65405,1,4,18,0,2
654_5_5,65405,1,4,16,0,2
654_6_1,65406,1,1,56,0,0
654_6_2,65406,2,2,51,0,0
654_8_1,65408,1,1,51,0,0
654_8_2,65408,2,2,45,0,0
654_8_3,65408,1,4,23,0,2
654_8_4,65408,1,4,14,0,2
654_9_1,65409,1,1,66,0,0
654_9_2,65409,2,2,57,0,0
655_1_1,65501,1,1,54,0,0
655_1_2,65501,2,2,46,0,0
655_1_3,65501,1,4,16,0,2
655_3_1,65503,1,1,73,0,0
655_3_2,65503,2,2,67,0,0
655_4_1,65504,1,1,58,0,0
655_4_2,65504,2,2,52,0,0
655_4_3,65504,1,4,27,0,2
655_5_1,65505,1,1,63,0,0
655_5_2,65505,2,2,58,0,0
655_5_3,65505,1,4,33,0,2
655_5_4,65505,1,4,25,0,2
655_6_2,65506,1,4,35,0,1
655_6_3,65506,2,9,28,0,0
655_6_4,65506,2,5,6,0,2
655_6_5,65506,1,5,2,0,2
655_7_2,65507,2,2,58,0,0
655_7_3,65507,1,4,33,0,2
655_8_1,65508,1,1,47,0,0
655_8_2,65508,2,2,38,0,0
655_8_3,65508,2,4,13,0,2
655_8_4,65508,2,4,4,0,2
656_1_1,65601,1,1,44,0,0
656_1_2,65601,1,8,42,0,0
656_2_2,65602,2,2,44,0,1
656_2_3,65602,2,4,19,0,2
656_2_4,65602,1,4,16,0,2
656_2_5,65602,1,4,10,0,2
656_3_1,65603,1,1,48,0,0
656_3_2,65603,2,2,40,0,0
656_3_3,65603,1,4,19,0,2
656_3_4,65603,2,4,8,0,2
656_4_1,65604,1,1,76,0,0
656_4_2,65604,2,2,67,0,0
656_5_1,65605,1,1,67,0,0
656_5_2,65605,2,2,54,0,0
656_6_1,65606,2,1,66,0,0
656_7_1,65607,1,1,56,0,0
656_8_1,65608,1,1,60,0,0
656_8_2,65608,2,2,54,0,0
656_8_3,65608,1,4,26,0,2
656_8_4,65608,2,9,19,0,0
656_8_5,65608,2,4,16,0,2
657_1_1,65701,1,1,64,0,0
657_1_2,65701,2,2,53,0,0
657_1_3,65701,1,4,31,0,2
657_1_4,65701,2,9,26,0,2
657_3_2,65703,2,2,44,0,1
657_3_3,65703,1,4,18,0,2
657_4_1,65704,1,1,57,0,0
657_4_2,65704,2,2,52,0,0
657_5_1,65705,1,1,75,0,0
657_5_2,65705,2,2,65,0,0
657_6_1,65706,1,1,46,0,0
657_6_2,65706,2,2,40,0,0
657_6_3,65706,1,4,19,0,2
657_6_4,65706,1,4,16,0,2
657_6_5,65706,1,4,8,0,2
657_7_1,65707,1,1,49,0,1
657_7_2,65707,2,2,50,0,0
657_7_3,65707,1,4,22,0,2
657_7_4,65707,2,7,79,0,0
657_9_2,65709,2,2,70,0,0
