psu_hh_idcode,subjectivePoverty_rating,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
500_9_3,4.0,1,4,24,0,2,1,1,3.0,0.0,2.0,2.0,2.0
500_9_4,4.0,1,4,21,0,2,1,1,3.0,0.0,2.0,2.0,2.0
501_1_2,3.0,2,2,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_1_3,3.0,1,4,19,9,2,1,1,3.0,1.0,1.0,-1.0,-1.0
501_1_4,3.0,2,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
501_3_2,4.0,2,2,60,0,0,1,1,3.0,1.0,2.0,13.0,2.0
501_4_2,4.0,2,2,33,0,0,1,1,3.0,1.0,2.0,13.0,2.0
501_5_2,5.0,2,2,63,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_5_3,5.0,1,4,32,0,2,1,1,3.0,1.0,2.0,13.0,2.0
501_5_4,5.0,2,9,27,0,0,1,1,9.0,1.0,2.0,13.0,2.0
501_6_2,3.0,2,2,44,0,0,1,1,3.0,1.0,2.0,13.0,2.0
501_6_3,3.0,2,4,13,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
501_6_4,3.0,1,4,10,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
501_7_2,3.0,2,2,57,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_7_5,3.0,2,4,22,0,2,1,1,3.0,1.0,2.0,13.0,2.0
501_7_6,3.0,1,4,21,0,2,1,1,3.0,1.0,2.0,13.0,2.0
501_8_2,5.0,2,2,33,0,0,1,1,3.0,0.0,2.0,13.0,2.0
501_8_3,5.0,1,4,13,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
501_8_4,5.0,1,4,11,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
501_8_5,5.0,1,4,6,0,2,1,1,0.0,2.0,1.0,-1.0,1.0
502_2_2,4.0,2,2,51,0,0,1,1,2.0,0.0,2.0,2.0,2.0
502_2_3,4.0,1,4,25,0,2,1,1,7.0,1.0,2.0,13.0,2.0
502_2_4,4.0,1,4,21,0,2,1,1,3.0,1.0,2.0,1.0,2.0
502_4_2,3.0,2,2,27,0,0,1,1,2.0,0.0,1.0,-1.0,2.0
502_4_5,3.0,2,7,74,0,0,2,1,1.0,0.0,2.0,2.0,2.0
502_5_2,4.0,2,2,48,0,0,1,1,2.0,0.0,2.0,2.0,2.0
502_5_3,4.0,1,4,14,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
502_5_4,4.0,1,4,11,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
502_6_3,5.0,2,4,22,0,2,1,1,7.0,1.0,2.0,13.0,2.0
502_6_4,5.0,1,4,20,9,2,1,1,3.0,1.0,1.0,-1.0,-1.0
502_7_2,3.0,2,2,37,0,0,1,1,3.0,0.0,2.0,2.0,2.0
502_7_3,3.0,2,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
502_7_4,3.0,1,4,7,0,2,1,1,0.0,2.0,1.0,-1.0,1.0
502_8_2,3.0,2,2,52,0,0,1,1,2.0,0.0,2.0,2.0,2.0
502_8_3,3.0,1,4,27,0,2,1,1,3.0,0.0,2.0,2.0,2.0
502_8_4,3.0,1,4,26,0,2,1,1,3.0,0.0,2.0,13.0,2.0
502_8_5,3.0,2,4,23,0,2,1,1,2.0,0.0,2.0,2.0,2.0
503_1_2,3.0,2,2,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_1_3,3.0,1,4,26,0,2,1,1,3.0,0.0,2.0,2.0,2.0
503_1_4,3.0,1,4,21,0,2,1,1,3.0,0.0,2.0,2.0,2.0
503_2_2,3.0,2,2,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_2_3,3.0,1,4,21,0,2,1,1,3.0,0.0,2.0,1.0,2.0
503_2_4,3.0,1,4,17,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
503_2_5,3.0,2,4,15,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
503_3_2,4.0,2,2,65,0,0,2,1,2.0,0.0,2.0,13.0,2.0
503_3_3,4.0,1,4,40,0,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
503_5_2,4.0,2,2,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_5_3,4.0,1,4,27,0,2,1,1,2.0,0.0,2.0,13.0,2.0
503_6_2,3.0,1,4,37,0,1,1,1,2.0,0.0,2.0,13.0,2.0
503_6_3,3.0,2,9,29,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_6_4,3.0,1,6,8,0,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
503_6_5,3.0,2,6,6,0,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
503_8_2,6.0,2,2,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_8_3,6.0,1,4,27,0,2,1,1,3.0,0.0,2.0,13.0,2.0
503_8_4,6.0,2,4,20,0,2,1,1,3.0,0.0,2.0,13.0,2.0
504_1_2,3.0,2,2,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_1_3,3.0,1,4,35,0,2,1,1,2.0,0.0,2.0,2.0,2.0
504_1_4,3.0,2,9,31,0,0,1,1,2.0,0.0,2.0,2.0,2.0
504_1_5,3.0,1,6,9,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
504_1_6,3.0,2,6,7,0,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
504_2_2,3.0,2,2,66,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_2_3,3.0,1,4,37,0,2,1,1,2.0,0.0,2.0,2.0,2.0
504_2_4,3.0,2,9,39,0,0,1,1,2.0,0.0,2.0,2.0,2.0
504_2_5,3.0,2,6,7,0,2,2,1,0.0,0.0,1.0,-1.0,-1.0
504_2_6,3.0,1,4,32,0,2,1,1,2.0,0.0,2.0,2.0,2.0
504_2_7,3.0,2,4,30,0,2,1,1,2.0,0.0,2.0,2.0,2.0
504_3_2,4.0,2,2,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
504_3_3,4.0,1,4,23,0,2,1,1,6.0,0.0,1.0,-1.0,-1.0
504_3_4,4.0,1,4,18,0,2,1,1,3.0,0.0,2.0,1.0,-1.0
504_3_5,4.0,2,4,13,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
504_4_2,4.0,2,2,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_4_3,4.0,1,4,31,0,2,1,1,2.0,0.0,2.0,2.0,2.0
504_4_4,4.0,2,9,18,0,0,1,1,2.0,0.0,2.0,12.0,1.0
504_8_3,2.0,1,4,29,0,1,1,1,2.0,0.0,2.0,13.0,2.0
504_8_4,2.0,1,4,27,0,1,1,1,2.0,0.0,2.0,2.0,2.0
504_8_5,2.0,2,4,16,0,1,1,1,2.0,0.0,1.0,-1.0,-1.0
504_8_6,2.0,1,4,18,0,1,1,1,2.0,0.0,2.0,2.0,1.0
505_1_2,4.0,2,2,72,0,0,2,1,1.0,1.0,2.0,13.0,2.0
505_1_4,4.0,2,9,39,0,0,1,1,3.0,1.0,2.0,13.0,2.0
505_1_5,4.0,2,5,16,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
505_1_6,4.0,1,5,15,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
505_1_7,4.0,1,5,12,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
505_5_2,3.0,2,2,62,0,0,1,1,1.0,1.0,2.0,13.0,2.0
505_6_2,4.0,2,2,48,0,0,1,1,3.0,1.0,2.0,13.0,2.0
505_6_3,4.0,1,4,11,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
505_7_2,5.0,2,2,39,0,0,1,1,2.0,1.0,2.0,13.0,2.0
505_7_3,5.0,1,4,19,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
505_7_4,5.0,1,4,18,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
505_7_5,5.0,2,7,74,0,0,2,1,1.0,1.0,2.0,13.0,2.0
505_8_2,4.0,2,2,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
505_8_3,4.0,2,4,17,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
505_8_4,4.0,1,4,15,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
505_10_3,3.0,2,9,20,0,0,1,1,3.0,1.0,2.0,13.0,2.0
506_1_2,8.0,2,2,66,0,0,1,1,1.0,1.0,2.0,13.0,2.0
506_2_2,6.0,2,2,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
506_2_3,6.0,2,4,24,0,2,1,1,3.0,0.0,2.0,2.0,2.0
506_2_4,6.0,1,4,22,0,2,1,1,3.0,0.0,2.0,13.0,2.0
506_3_2,7.0,2,2,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
506_3_3,7.0,2,7,82,0,0,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
506_3_4,7.0,1,4,22,0,2,1,1,3.0,1.0,2.0,13.0,2.0
506_3_5,7.0,2,4,21,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
506_3_6,7.0,1,4,19,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
506_3_7,7.0,2,4,13,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
506_5_2,7.0,2,2,67,0,0,1,1,2.0,1.0,2.0,13.0,2.0
506_6_2,6.0,2,2,54,0,0,1,1,3.0,0.0,2.0,13.0,2.0
506_6_3,6.0,1,4,20,0,2,1,1,3.0,2.0,2.0,13.0,2.0
506_6_4,6.0,2,4,13,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
506_8_2,7.0,2,2,40,0,0,1,1,1.0,1.0,2.0,13.0,2.0
506_8_3,7.0,2,4,18,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
506_8_4,7.0,2,4,16,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
506_8_5,7.0,1,4,13,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
507_1_2,2.0,2,4,30,0,1,1,1,3.0,0.0,2.0,13.0,2.0
507_1_3,2.0,2,4,22,0,1,1,1,3.0,0.0,2.0,13.0,2.0
507_1_4,2.0,1,4,20,0,1,1,1,3.0,0.0,2.0,13.0,2.0
507_2_2,5.0,2,2,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_3_2,5.0,2,2,68,0,0,1,1,1.0,1.0,2.0,13.0,2.0
507_3_3,5.0,1,4,34,0,2,1,1,2.0,0.0,2.0,2.0,2.0
507_3_4,5.0,2,4,32,0,2,1,1,3.0,0.0,2.0,13.0,2.0
507_4_2,4.0,2,2,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_4_3,4.0,2,4,16,0,2,1,1,2.0,0.0,2.0,5.0,-1.0
507_4_4,4.0,1,4,13,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
507_5_2,4.0,2,2,45,0,0,1,1,3.0,1.0,2.0,13.0,2.0
507_5_3,4.0,1,4,18,0,2,3,1,2.0,1.0,2.0,13.0,1.0
507_5_4,4.0,2,4,17,0,2,1,1,2.0,1.0,2.0,13.0,1.0
507_6_2,5.0,2,2,26,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_6_3,5.0,1,8,34,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
507_6_4,5.0,1,8,21,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_7_2,5.0,2,2,32,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_7_3,5.0,1,4,12,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
507_7_4,5.0,2,4,10,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
507_7_5,5.0,1,4,6,0,2,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
507_8_2,5.0,1,4,26,0,1,1,1,3.0,0.0,2.0,13.0,2.0
507_8_3,5.0,2,4,23,0,1,1,1,3.0,0.0,2.0,13.0,2.0
507_8_4,5.0,1,4,21,0,1,1,1,3.0,0.0,2.0,13.0,2.0
508_1_2,3.0,1,4,28,0,1,1,1,3.0,1.0,2.0,13.0,2.0
508_1_3,3.0,2,9,23,0,0,1,1,3.0,1.0,2.0,13.0,2.0
508_2_2,6.0,2,2,42,0,0,1,1,2.0,0.0,2.0,13.0,2.0
508_2_3,6.0,2,4,21,0,2,1,1,3.0,0.0,1.0,-1.0,-1.0
508_2_4,6.0,2,4,19,0,2,1,1,3.0,0.0,1.0,-1.0,-1.0
508_2_5,6.0,1,4,14,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
508_4_2,5.0,2,4,24,0,1,1,1,2.0,0.0,2.0,13.0,2.0
508_4_3,5.0,1,4,22,0,1,1,1,2.0,0.0,2.0,13.0,2.0
508_6_2,7.0,2,2,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
508_9_2,3.0,2,2,54,0,0,2,1,2.0,0.0,2.0,13.0,2.0
508_9_3,3.0,1,4,28,0,2,1,1,2.0,0.0,2.0,13.0,2.0
508_9_4,3.0,1,4,24,0,2,1,1,2.0,0.0,2.0,13.0,2.0
508_9_5,3.0,1,4,22,0,2,1,1,2.0,0.0,2.0,13.0,2.0
508_9_6,3.0,1,4,20,0,2,1,1,2.0,0.0,2.0,1.0,2.0
508_9_7,3.0,2,4,30,0,2,1,1,2.0,0.0,2.0,13.0,2.0
509_1_2,6.0,2,2,32,0,0,1,1,2.0,0.0,2.0,12.0,2.0
509_1_3,6.0,1,4,8,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
509_3_2,7.0,2,2,30,0,0,1,1,3.0,0.0,2.0,13.0,2.0
509_3_3,7.0,2,4,10,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
509_3_4,7.0,2,4,7,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
509_4_2,7.0,2,2,43,0,0,1,1,2.0,0.0,2.0,12.0,2.0
509_4_3,7.0,2,4,17,0,2,1,1,3.0,0.0,1.0,-1.0,-1.0
509_4_4,7.0,2,4,16,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
509_4_5,7.0,1,4,12,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
509_6_2,8.0,2,2,64,0,0,1,1,2.0,0.0,2.0,13.0,2.0
509_7_2,3.0,1,4,19,0,1,3,1,0.0,1.0,2.0,13.0,1.0
509_7_3,3.0,2,4,16,0,1,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
509_7_4,3.0,1,6,7,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
510_1_2,6.0,2,2,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_1_3,6.0,1,4,23,0,2,1,1,3.0,0.0,2.0,1.0,2.0
510_2_2,5.0,1,4,20,0,1,1,1,2.0,0.0,2.0,4.0,2.0
510_3_2,7.0,2,2,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_3_3,7.0,2,4,24,0,2,1,1,3.0,0.0,2.0,1.0,2.0
510_3_4,7.0,1,4,22,0,2,1,1,3.0,0.0,2.0,2.0,2.0
510_3_5,7.0,2,4,16,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
510_4_2,6.0,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_4_4,6.0,1,4,21,9,2,1,1,3.0,0.0,1.0,-1.0,-1.0
510_4_5,6.0,1,4,19,0,2,1,1,2.0,0.0,2.0,1.0,1.0
510_4_6,6.0,2,4,15,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
510_5_2,8.0,2,2,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_5_3,8.0,2,4,17,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
510_5_4,8.0,2,4,15,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
510_5_5,8.0,1,4,12,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
510_6_2,8.0,2,2,61,0,0,2,1,0.0,0.0,2.0,2.0,2.0
510_7_2,7.0,2,2,63,0,0,2,1,1.0,0.0,2.0,13.0,2.0
510_8_2,4.0,2,2,43,0,0,1,1,2.0,0.0,2.0,12.0,2.0
510_8_3,4.0,1,4,20,0,2,1,1,3.0,0.0,2.0,1.0,2.0
510_8_4,4.0,1,4,20,0,2,1,1,3.0,0.0,2.0,1.0,2.0
511_2_2,6.0,2,2,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
511_2_3,6.0,2,4,21,0,2,1,1,7.0,1.0,2.0,13.0,2.0
511_2_4,6.0,2,4,19,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
511_2_5,6.0,1,4,15,0,2,1,1,2.0,2.0,1.0,-1.0,-1.0
511_3_2,6.0,2,2,63,0,0,1,1,2.0,0.0,2.0,13.0,2.0
511_3_3,6.0,1,4,35,0,2,1,1,3.0,1.0,2.0,13.0,2.0
511_3_4,6.0,2,9,35,0,0,1,1,3.0,1.0,2.0,13.0,2.0
511_3_5,6.0,2,5,6,0,2,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
511_4_2,6.0,2,2,47,0,0,1,1,3.0,0.0,2.0,13.0,2.0
511_4_3,6.0,2,4,19,0,2,1,1,3.0,2.0,2.0,1.0,1.0
511_4_4,6.0,2,4,16,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
511_5_2,6.0,2,2,48,0,0,1,1,3.0,0.0,2.0,13.0,2.0
511_5_3,6.0,2,4,28,0,2,1,1,7.0,0.0,2.0,13.0,2.0
511_5_4,6.0,2,4,20,0,2,1,1,7.0,0.0,2.0,13.0,2.0
511_5_5,6.0,1,4,16,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
511_7_2,6.0,2,2,48,0,0,1,1,3.0,0.0,2.0,1.0,2.0
511_7_3,6.0,1,4,26,0,2,1,1,7.0,2.0,1.0,-1.0,2.0
511_7_4,6.0,1,4,20,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
511_8_2,6.0,2,2,49,0,0,2,1,3.0,2.0,2.0,13.0,2.0
511_8_3,6.0,2,4,20,0,2,1,1,3.0,2.0,2.0,13.0,2.0
511_8_4,6.0,2,4,19,0,2,1,1,3.0,2.0,2.0,13.0,1.0
511_8_5,6.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
511_10_2,6.0,2,2,36,0,0,1,1,3.0,1.0,2.0,13.0,2.0
511_10_3,6.0,2,4,11,0,2,1,1,1.0,2.0,1.0,-1.0,-1.0
511_10_4,6.0,2,4,8,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
512_1_2,6.0,2,2,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
512_1_3,6.0,1,4,29,0,2,1,1,3.0,0.0,2.0,4.0,2.0
512_1_4,6.0,2,9,23,0,0,1,1,3.0,1.0,2.0,13.0,2.0
512_1_5,6.0,1,4,15,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
512_1_6,6.0,2,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
512_2_2,7.0,2,2,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
512_2_3,7.0,1,4,21,0,2,1,1,3.0,0.0,2.0,13.0,2.0
512_2_4,7.0,2,4,18,0,2,1,1,2.0,0.0,2.0,2.0,1.0
512_2_5,7.0,2,9,17,0,0,1,1,2.0,1.0,2.0,13.0,1.0
512_3_2,7.0,2,2,71,0,0,1,1,1.0,1.0,2.0,13.0,2.0
512_7_2,6.0,2,2,36,0,0,1,1,3.0,0.0,2.0,13.0,2.0
512_7_3,6.0,2,7,68,0,0,1,1,1.0,1.0,2.0,13.0,2.0
512_7_4,6.0,2,4,12,0,2,1,1,1.0,0.0,1.0,-1.0,-1.0
512_7_5,6.0,1,4,10,0,2,1,1,0.0,0.0,1.0,-1.0,-1.0
512_7_6,6.0,1,4,6,0,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
512_8_2,6.0,2,2,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
512_8_3,6.0,2,4,23,0,2,1,1,3.0,1.0,2.0,13.0,2.0
512_8_4,6.0,1,4,20,0,2,1,1,2.0,0.0,2.0,2.0,2.0
513_1_2,7.0,2,2,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_1_3,7.0,1,4,25,0,2,1,1,3.0,1.0,2.0,13.0,2.0
513_1_4,7.0,1,4,17,0,2,1,1,3.0,1.0,2.0,13.0,1.0
513_2_2,6.0,2,2,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_2_3,6.0,2,4,26,0,2,1,1,3.0,2.0,2.0,13.0,2.0
513_2_4,6.0,1,4,23,0,2,1,1,3.0,1.0,2.0,13.0,2.0
513_4_2,7.0,2,2,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_4_3,7.0,2,7,73,0,0,1,1,1.0,0.0,2.0,13.0,2.0
513_4_4,7.0,1,4,17,0,2,1,1,2.0,0.0,1.0,-1.0,-1.0
513_4_5,7.0,1,4,14,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
513_5_2,7.0,2,2,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
513_5_3,7.0,1,4,23,0,2,1,1,2.0,0.0,2.0,13.0,2.0
513_5_4,7.0,1,4,17,0,2,1,1,2.0,0.0,2.0,13.0,1.0
513_6_2,7.0,2,2,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_6_3,7.0,1,4,21,0,2,1,1,3.0,2.0,1.0,-1.0,-1.0
513_7_2,8.0,2,2,47,0,0,1,1,9.0,0.0,2.0,13.0,2.0
513_7_3,8.0,2,4,29,0,2,1,1,9.0,1.0,2.0,13.0,2.0
513_7_4,8.0,2,4,26,0,2,1,1,9.0,1.0,2.0,13.0,2.0
513_7_5,8.0,2,4,23,0,2,1,1,9.0,1.0,2.0,13.0,2.0
513_7_6,8.0,1,4,20,0,2,1,1,3.0,1.0,2.0,2.0,2.0
513_8_2,8.0,2,2,67,0,0,1,1,1.0,0.0,2.0,13.0,2.0
514_1_2,6.0,2,2,33,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_1_3,6.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
514_1_4,6.0,2,4,9,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
514_1_5,6.0,1,4,7,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
514_2_2,6.0,2,2,37,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_2_3,6.0,2,4,14,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
514_2_4,6.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
514_2_5,6.0,2,4,8,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
514_2_6,6.0,1,4,7,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
514_3_2,6.0,2,2,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_3_3,6.0,1,4,24,0,2,1,1,2.0,0.0,2.0,13.0,2.0
514_3_4,6.0,1,4,22,0,2,1,1,2.0,2.0,2.0,13.0,2.0
514_3_5,6.0,2,4,21,0,2,1,1,2.0,2.0,2.0,13.0,2.0
514_6_2,6.0,2,2,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_6_3,6.0,1,4,21,0,2,1,1,3.0,2.0,2.0,13.0,2.0
514_6_4,6.0,2,4,19,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
514_6_5,6.0,2,4,17,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
514_6_6,6.0,2,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
514_6_7,6.0,2,4,8,0,2,1,1,0.0,2.0,1.0,-1.0,-1.0
514_7_2,7.0,2,2,56,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_7_3,7.0,2,4,22,0,2,1,1,2.0,0.0,2.0,13.0,2.0
514_7_4,7.0,1,4,19,0,2,1,1,2.0,0.0,2.0,13.0,1.0
514_8_2,7.0,2,2,31,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_8_3,7.0,2,7,72,0,0,1,1,1.0,0.0,2.0,13.0,2.0
515_1_1,5.0,1,1,60,0,0,2,1,1.0,1.0,2.0,13.0,2.0
515_1_3,5.0,1,4,25,0,2,1,1,2.0,1.0,2.0,4.0,2.0
515_1_4,5.0,1,4,16,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
515_1_5,5.0,1,4,30,5,2,1,1,3.0,1.0,2.0,13.0,2.0
515_1_6,5.0,2,9,31,0,0,1,1,3.0,1.0,2.0,13.0,2.0
515_1_7,5.0,2,5,7,0,1,1,1,0.0,1.0,1.0,-1.0,-1.0
515_1_9,5.0,1,4,22,0,2,1,1,2.0,1.0,2.0,4.0,2.0
515_1_10,5.0,2,9,23,0,0,1,1,2.0,1.0,2.0,12.0,2.0
515_2_2,4.0,2,2,55,0,0,1,1,2.0,0.0,2.0,4.0,2.0
515_2_3,4.0,2,4,27,0,2,1,1,2.0,1.0,2.0,2.0,2.0
515_2_4,4.0,2,7,89,0,0,3,2,-1.0,-1.0,-1.0,-1.0,-1.0
515_3_2,4.0,2,2,36,0,0,1,1,2.0,0.0,2.0,4.0,2.0
515_3_3,4.0,1,4,15,0,2,1,1,2.0,1.0,1.0,-1.0,-1.0
515_3_4,4.0,1,4,13,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
515_3_5,4.0,2,4,10,0,2,1,1,0.0,1.0,1.0,-1.0,-1.0
515_4_1,5.0,1,1,46,0,0,1,1,2.0,1.0,2.0,13.0,2.0
515_4_3,5.0,1,4,20,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
515_4_4,5.0,2,4,18,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
515_4_5,5.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
515_6_2,5.0,2,2,72,0,0,2,1,2.0,0.0,2.0,13.0,2.0
515_8_1,5.0,1,1,48,6,0,1,1,2.0,1.0,2.0,4.0,2.0
515_8_3,5.0,2,4,10,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
516_1_2,4.0,2,2,46,0,0,1,1,3.0,0.0,2.0,4.0,2.0
516_1_3,4.0,2,4,18,0,2,1,1,2.0,0.0,2.0,1.0,1.0
516_1_4,4.0,2,4,15,0,2,1,1,2.0,0.0,2.0,5.0,-1.0
516_1_5,4.0,1,4,13,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
516_3_2,5.0,2,2,59,0,0,2,1,2.0,0.0,2.0,2.0,2.0
516_3_3,5.0,2,4,32,0,2,1,1,2.0,0.0,2.0,5.0,2.0
516_3_4,5.0,2,4,27,0,2,1,1,2.0,0.0,2.0,5.0,2.0
516_3_5,5.0,2,4,23,0,2,1,1,2.0,0.0,2.0,5.0,2.0
516_4_2,5.0,2,2,45,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_4_3,5.0,2,4,24,0,2,1,1,2.0,0.0,2.0,5.0,2.0
516_4_4,5.0,1,4,21,0,2,1,1,3.0,1.0,2.0,1.0,2.0
516_4_5,5.0,1,4,12,0,2,1,1,1.0,1.0,1.0,-1.0,-1.0
516_6_2,4.0,2,2,43,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_6_3,4.0,1,4,19,0,2,1,1,3.0,1.0,1.0,-1.0,-1.0
516_6_4,4.0,2,4,15,0,2,1,1,2.0,1.0,2.0,5.0,-1.0
516_7_2,5.0,2,2,56,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_7_3,5.0,2,4,22,0,2,1,1,2.0,0.0,2.0,4.0,2.0
516_7_4,5.0,2,8,60,0,0,2,1,1.0,0.0,2.0,14.0,2.0
516_8_2,5.0,2,2,27,0,0,1,1,2.0,1.0,2.0,4.0,2.0
